"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost"
"Ethiopia","",2021-05-09,167100.14060012,3250.22759767205,59404.5114443876,17821.3534333163,19
"Ethiopia","",2021-05-10,156529.504433012,3133.28559263033,56274.7737115063,16882.4321134519,19
"Faeroe Islands","",2021-02-10,36.8396333231895,NA,NA,NA,9
"Faeroe Islands","",2021-02-11,27.8545061818451,NA,NA,NA,9
"Faeroe Islands","",2021-02-12,27.9735492368797,NA,NA,NA,9
"Faeroe Islands","",2021-02-13,31.2746602022995,NA,NA,NA,9
"Faeroe Islands","",2021-02-14,31.69394643062,NA,NA,NA,9
"Faeroe Islands","",2021-02-15,37.4187765745763,NA,NA,NA,9
"Faeroe Islands","",2021-02-16,42.2813968850259,NA,9.20990833079739,2.76297249923922,9
"Faeroe Islands","",2021-02-17,55.2533159392301,NA,6.96362654546128,2.08908796363838,9
"Faeroe Islands","",2021-02-18,47.5465548708697,NA,6.99338730921991,2.09801619276597,9
"Faeroe Islands","",2021-02-19,49.0563440115981,NA,7.81866505057488,2.34559951517246,9
"Faeroe Islands","",2021-02-20,53.8178728718034,NA,7.92348660765499,2.3770459822965,9
"Faeroe Islands","",2021-02-21,55.7469485284174,NA,9.35469414364407,2.80640824309322,9
"Faeroe Islands","",2021-02-22,63.0437380611448,NA,10.5703492212565,3.17110476637694,9
"Faeroe Islands","",2021-02-23,69.4928222293978,0.368396333231895,13.8133289848075,4.14399869544226,9
"Faeroe Islands","",2021-02-24,84.0564381039879,0.278545061818451,11.8866387177174,3.56599161531522,9
"Faeroe Islands","",2021-02-25,76.4837896767747,0.279735492368797,12.2640860028995,3.67922580086985,13
"Faeroe Islands","",2021-02-26,79.2612411214442,0.312746602022995,13.4544682179509,4.03634046538525,13
"Faeroe Islands","",2021-02-27,85.301029910981,0.3169394643062,13.9367371321044,4.18102113963131,13
"Faeroe Islands","",2021-02-28,88.4310122740909,0.374187765745763,15.7609345152862,4.72828035458586,13
"Faeroe Islands","",2021-03-01,96.8528083228145,0.422813968850259,17.3732055573495,5.21196166720484,13
"Faeroe Islands","",2021-03-02,104.26671074028,0.552533159392301,21.014109525997,6.30423285779909,13
"Faeroe Islands","",2021-03-03,119.613211907011,0.475465548708697,19.1209474191937,5.7362842257581,13
"Faeroe Islands","",2021-03-04,112.497100787654,0.490563440115981,19.8153102803611,5.94459308410832,13
"Faeroe Islands","",2021-03-05,115.674229897399,0.538178728718034,21.3252574777453,6.39757724332358,13
"Faeroe Islands","",2021-03-06,121.908837077912,0.557469485284174,22.1077530685227,6.63232592055681,13
"Faeroe Islands","",2021-03-07,124.958395235688,0.630437380611448,24.2132020807036,7.26396062421108,13
"Faeroe Islands","",2021-03-08,133.049027488933,0.694928222293978,26.06667768507,7.820003305521,13
"Faeroe Islands","",2021-03-09,139.772522091164,0.840564381039879,29.9033029767526,8.97099089302579,13
"Faeroe Islands","",2021-03-10,154.063222598511,0.764837896767747,28.1242751969136,8.43728255907406,13
"Faeroe Islands","",2021-03-11,145.358553377322,0.792612411214442,28.9185574743497,8.6755672423049,13
"Faeroe Islands","",2021-03-12,146.037580549225,0.85301029910981,30.477209269478,9.14316278084339,16
"Faeroe Islands","",2021-03-13,150.154840009032,0.884310122740909,31.2395988089221,9.37187964267662,16
"Faeroe Islands","",2021-03-14,150.802116618045,0.968528083228145,33.2622568722332,9.97867706166997,16
"Faeroe Islands","",2021-03-15,156.251458693591,1.0426671074028,34.9431305227909,10.4829391568373,16
"Faeroe Islands","",2021-03-16,160.005041934285,1.19613211907011,38.5158056496276,11.5547416948883,16
"Faeroe Islands","",2021-03-17,171.050634862093,1.12497100787654,36.3396383443306,10.9018915032992,16
"Faeroe Islands","",2021-03-18,158.68141309119,1.15674229897399,36.5093951373062,10.9528185411919,16
"Faeroe Islands","",2021-03-19,155.816894467116,1.21908837077912,37.5387100022581,11.2616130006774,16
"Faeroe Islands","",2021-03-20,156.345143780458,1.24958395235688,37.7005291545113,11.3101587463534,16
"Faeroe Islands","",2021-03-21,153.315462971827,1.33049027488933,39.0628646733977,11.7188594020193,16
"Faeroe Islands","",2021-03-22,155.120395440395,1.39772522091164,40.0012604835713,12.0003781450714,16
"Faeroe Islands","",2021-03-23,155.184660302734,1.54063222598511,42.7626587155233,12.828797614657,16
"Faeroe Islands","",2021-03-24,162.573734489518,1.45358553377322,39.6703532727974,11.9011059818392,16
"Faeroe Islands","",2021-03-25,146.447167265884,1.46037580549225,38.954223616779,11.6862670850337,16
"Faeroe Islands","",2021-03-26,140.308459379837,1.50154840009032,39.0862859451146,11.7258857835344,16
"Faeroe Islands","",2021-03-27,137.662094345796,1.50802116618045,38.3288657429567,11.498659722887,17
"Faeroe Islands","",2021-03-28,131.829499934338,1.56251458693591,38.7800988600987,11.6340296580296,17
"Faeroe Islands","",2021-03-29,131.152114207092,1.60005041934285,38.7961650756836,11.6388495227051,17
"Faeroe Islands","",2021-03-30,128.940900510965,1.71050634862093,40.6434336223796,12.1930300867139,17
"Faeroe Islands","",2021-03-31,134.306138452438,1.5868141309119,36.6117918164711,10.9835375449413,17
"Faeroe Islands","",2021-04-01,116.262469826404,1.55816894467116,35.0771148449593,10.5231344534878,17
"Faeroe Islands","",2021-04-02,108.791669379707,1.56345143780458,34.4155235864491,10.3246570759347,17
"Faeroe Islands","",2021-04-03,105.152564676025,1.53315462971827,32.9573749835846,9.88721249507537,17
"Faeroe Islands","",2021-04-04,98.5793655654765,1.55120395440395,32.7880285517729,9.83640856553187,17
"Faeroe Islands","",2021-04-05,97.4535688036367,1.55184660302734,32.2352251277413,9.6705675383224,17
"Faeroe Islands","",2021-04-06,94.9729008250719,1.62573734489518,33.5765346131096,10.0729603839329,17
"Faeroe Islands","",2021-04-07,100.261976722107,1.46447167265884,29.0656174566009,8.71968523698027,17
"Faeroe Islands","",2021-04-08,82.2037067579794,1.40308459379837,27.1979173449267,8.159375203478,17
"Faeroe Islands","",2021-04-09,75.1281153761998,1.37662094345796,26.2881411690063,7.88644235070188,17
"Faeroe Islands","",2021-04-10,72.0826592629938,1.31829499934338,24.6448413913691,7.39345241741074,17
"Faeroe Islands","",2021-04-11,66.2214389732617,1.31152114207092,24.3633922009092,7.30901766027275,17
"Faeroe Islands","",2021-04-12,65.9452696336199,1.28940900510965,23.743225206268,7.12296756188039,17
"Faeroe Islands","",2021-04-13,64.3637049835105,1.34306138452438,25.0654941805267,7.519648254158,17
"Faeroe Islands","",2021-04-14,70.6088504364808,1.16262469826404,20.5509266894948,6.16527800684845,17
"Faeroe Islands","",2021-04-15,53.4713157756252,1.08791669379707,18.7820288440499,5.63460865321498,17
"Faeroe Islands","",2021-04-16,47.5218447474158,1.05152564676025,18.0206648157485,5.40619944472454,17
"Faeroe Islands","",2021-04-17,45.6567960581572,0.985793655654765,16.5553597433154,4.96660792299463,17
"Faeroe Islands","",2021-04-18,40.9766969887162,0.974535688036367,16.486317408405,4.94589522252149,17
"Faeroe Islands","",2021-04-19,41.8990220895634,0.949729008250719,16.0909262458776,4.82727787376329,17
"Faeroe Islands","",2021-04-20,41.4781664546349,1.00261976722107,17.6522126091202,5.29566378273606,17
"Faeroe Islands","",2021-04-21,48.8565989069595,0.822037067579794,13.3678289439063,4.01034868317189,17
"Faeroe Islands","",2021-04-22,32.7700742831584,0.751281153761998,11.8804611868539,3.56413835605618,17
"Faeroe Islands","",2021-04-23,27.9499486776513,0.720826592629938,11.4141990145393,3.42425970436179,17
"Faeroe Islands","",2021-04-24,27.1973125383629,0.662214389732617,10.244174247179,3.07325227415371,17
"Faeroe Islands","",2021-04-25,23.5833038944074,0.659452696336199,10.4747555223909,3.14242665671726,17
"Faeroe Islands","",2021-04-26,25.5404541226115,0.643637049835105,10.3695416136587,3.11086248409762,17
"Faeroe Islands","",2021-04-27,26.0928301167931,0.706088504364808,12.2141497267399,3.66424491802196,17
"Faeroe Islands","",2021-04-28,34.3936600472242,0.534713157756252,8.19251857078961,2.45775557123688,17
"Faeroe Islands","",2021-04-29,19.1487279684534,0.475218447474158,6.98748716941284,2.09624615082385,17
"Faeroe Islands","",2021-04-30,15.1921726047316,0.456567960581572,6.79932813459072,2.03979844037721,17
"Faeroe Islands","",2021-05-01,15.2684578574586,0.409766969887162,5.89582597360185,1.76874779208056,17
"Faeroe Islands","",2021-05-02,12.4334954168723,0.418990220895634,6.38511353065288,1.91553405919586,17
"Faeroe Islands","",2021-05-03,15.1316536174242,0.414781664546349,6.52320752919827,1.95696225875948,17
"Faeroe Islands","",2021-05-04,16.3709261764126,0.488565989069595,8.59841501180606,2.57952450354182,17
"Faeroe Islands","",2021-05-05,25.3134317616405,0.327700742831584,4.78718199211335,1.436154597634,17
"Faeroe Islands","",2021-05-06,10.6487281131166,0.279499486776513,3.79804315118291,1.13941294535487,17
"Faeroe Islands","",2021-05-07,7.27471476362271,0.271973125383629,3.81711446436464,1.14513433930939,17
"Faeroe Islands","",2021-05-08,7.90280600716452,0.235833038944074,3.10837385421807,0.932512156265422,17
"Faeroe Islands","",2021-05-09,5.58117796965511,0.255404541226115,3.78291340435604,1.13487402130681,17
"Faeroe Islands","",2021-05-10,8.76245561690712,0.260928301167931,4.09273154410316,1.22781946323095,17
"Fiji","",2021-02-10,7.58535533106415,NA,NA,NA,11
"Fiji","",2021-02-11,8.37545917603646,NA,NA,NA,11
"Fiji","",2021-02-12,9.23713837473063,NA,NA,NA,11
"Fiji","",2021-02-13,10.1844126626141,NA,NA,NA,11
"Fiji","",2021-02-14,11.2276107142088,NA,NA,NA,11
"Fiji","",2021-02-15,12.6018697235048,NA,NA,NA,11
"Fiji","",2021-02-16,17.8986641154831,NA,1.89633883276604,0.568901649829812,11
"Fiji","",2021-02-17,15.5106846391907,NA,2.09386479400912,0.628159438202735,11
"Fiji","",2021-02-18,17.1572715104639,NA,2.30928459368266,0.692785378104797,11
"Fiji","",2021-02-19,18.9701806518235,NA,2.54610316565353,0.763830949696059,11
"Fiji","",2021-02-20,20.9742604529587,NA,2.80690267855219,0.842070803565658,11
"Fiji","",2021-02-21,23.191892986794,NA,3.15046743087619,0.945140229262857,11
"Fiji","",2021-02-22,25.871673493258,NA,4.47466602887077,1.34239980866123,11
"Fiji","",2021-02-23,32.6199805388894,0.0758535533106415,3.87767115979767,1.1633013479393,11
"Fiji","",2021-02-24,31.8452474248812,0.0837545917603646,4.28931787761599,1.2867953632848,11
"Fiji","",2021-02-25,35.2860111166505,0.0923713837473062,4.74254516295589,1.42276354888677,11
"Fiji","",2021-02-26,39.0925190773873,0.101844126626141,5.24356511323966,1.5730695339719,11
"Fiji","",2021-02-27,43.3105900537587,0.112276107142088,5.79797324669849,1.73939197400955,11
"Fiji","",2021-02-28,47.9851792315266,0.126018697235048,6.46791837331449,1.94037551199435,11
"Fiji","",2021-03-01,53.389776064385,0.178986641154831,8.15499513472235,2.4464985404167,11
"Fiji","",2021-03-02,63.158190511543,0.155106846391907,7.96131185622029,2.38839355686609,11
"Fiji","",2021-03-03,65.7278143858257,0.171572715104639,8.82150277916261,2.64645083374878,11
"Fiji","",2021-03-04,72.8823097290212,0.189701806518235,9.77312976934681,2.93193893080404,11
"Fiji","",2021-03-05,80.8079506603762,0.209742604529587,10.8276475134397,3.2482942540319,11
"Fiji","",2021-03-06,89.5933153867306,0.23191892986794,11.9962948078817,3.59888844236449,11
"Fiji","",2021-03-07,99.3307151308876,0.25871673493258,13.3474440160963,4.00423320482888,11
"Fiji","",2021-03-08,110.345587841273,0.326199805388894,15.7895476278858,4.73686428836573,11
"Fiji","",2021-03-09,126.328323109541,0.318452474248812,16.4319535964564,4.92958607893693,11
"Fiji","",2021-03-10,135.775294885661,0.352860111166505,18.2205774322553,5.46617322967659,11
"Fiji","",2021-03-11,150.543255176671,0.390925190773872,20.201987665094,6.06059629952821,11
"Fiji","",2021-03-12,166.888945985358,0.433105900537587,22.3983288466826,6.71949865400479,11
"Fiji","",2021-03-13,184.980580380412,0.479851792315266,24.8326787827219,7.44980363481657,11
"Fiji","",2021-03-14,204.99645258728,0.53389776064385,27.5863969603182,8.27591908809545,11
"Fiji","",2021-03-15,227.353416023498,0.63158190511543,31.5820807773852,9.47462423321555,11
"Fiji","",2021-03-16,255.840840223093,0.657278143858257,33.9438237214153,10.1831471164246,11
"Fiji","",2021-03-17,279.054040163979,0.728823097290212,37.6358137941679,11.2907441382504,11
"Fiji","",2021-03-18,308.972546500872,0.808079506603762,41.7222364963395,12.5166709489019,11
"Fiji","",2021-03-19,341.964960820481,0.895933153867306,46.2451450951031,13.8735435285309,11
"Fiji","",2021-03-20,378.322710730077,0.993307151308876,51.24911314682,15.374733944046,11
"Fiji","",2021-03-21,418.350075636936,1.10345587841273,56.8383540058745,17.0515062017623,11
"Fiji","",2021-03-22,462.593403368027,1.26328323109541,63.9602100557733,19.188063016732,11
"Fiji","",2021-03-23,514.968790068065,1.35775294885661,69.7635100409947,20.9290530122984,11
"Fiji","",2021-03-24,564.1856215318,1.50543255176671,77.2431366252181,23.1729409875654,11
"Fiji","",2021-03-25,622.367126809517,1.66888945985358,85.4912402051202,25.647372061536,11
"Fiji","",2021-03-26,685.979866065753,1.84980580380412,94.5806776825193,28.3742033047558,11
"Fiji","",2021-03-27,755.408531639732,2.0499645258728,104.587518909234,31.3762556727702,11
"Fiji","",2021-03-28,831.030250633286,2.27353416023498,115.648350842007,34.694505252602,11
"Fiji","",2021-03-29,913.431566895911,2.55840840223093,128.742197517016,38.6226592551048,11
"Fiji","",2021-03-30,1006.53087362321,2.79054040163979,141.04640538295,42.313921614885,11
"Fiji","",2021-03-31,1098.9689219064,3.08972546500872,155.591781702379,46.6775345107138,11
"Fiji","",2021-04-01,1202.80755834506,3.41964960820481,171.494966516438,51.4484899549315,11
"Fiji","",2021-04-02,1314.31011629874,3.78322710730077,188.852132909933,56.6556398729799,11
"Fiji","",2021-04-03,1433.60038171615,4.18350075636936,207.757562658321,62.3272687974964,11
"Fiji","",2021-04-04,1560.68660565152,4.62593403368027,228.357891723978,68.5073675171934,11
"Fiji","",2021-04-05,1695.67974873741,5.14968790068065,251.632718405802,75.4898155217407,11
"Fiji","",2021-04-06,1841.88105617228,5.641856215318,274.742230476601,82.4226691429804,11
"Fiji","",2021-04-07,1987.15162474388,6.22367126809517,300.701889586265,90.2105668758795,11
"Fiji","",2021-04-08,2142.7404750547,6.85979866065753,328.577529074684,98.5732587224053,11
"Fiji","",2021-04-09,2303.83387080342,7.55408531639732,358.400095429039,107.520028628712,11
"Fiji","",2021-04-10,2469.37277058479,8.31030250633286,390.17165141288,117.051495423864,11
"Fiji","",2021-04-11,2638.04625202143,9.13431566895911,423.919937184352,127.175981155306,11
"Fiji","",2021-04-12,2808.53492279341,10.0653087362321,460.47026404307,138.141079212921,11
"Fiji","",2021-04-13,2982.62305295418,10.989689219064,496.787906185969,149.036371855791,11
"Fiji","",2021-04-14,3146.54376050182,12.0280755834506,535.685118763676,160.705535629103,11
"Fiji","",2021-04-15,3310.1742916386,13.1431011629874,575.958467700855,172.787540310257,11
"Fiji","",2021-04-16,3467.17577154504,14.3360038171615,617.343192646199,185.20295779386,11
"Fiji","",2021-04-17,3615.20763082309,15.6068660565152,659.511563005359,197.853468901608,11
"Fiji","",2021-04-18,3751.89716636672,16.9567974873741,702.133730698353,210.640119209506,11
"Fiji","",2021-04-19,3875.18973218085,18.4188105617228,745.655763238544,223.696728971563,11
"Fiji","",2021-04-20,3986.49957956632,19.8715162474388,786.635940125454,235.990782037636,11
"Fiji","",2021-04-21,4072.04205511914,21.427404750547,827.54357290965,248.263071872895,11
"Fiji","",2021-04-22,4142.49027171189,23.0383387080342,866.79394288626,260.038182865878,11
"Fiji","",2021-04-23,4192.45394794266,24.6937277058479,903.801907705773,271.140572311732,11
"Fiji","",2021-04-24,4221.14655047784,26.3804625202143,937.974291591679,281.392287477504,11
"Fiji","",2021-04-25,4228.19769504289,28.0853492279341,968.797433045212,290.639229913563,11
"Fiji","",2021-04-26,4213.92336053552,29.8262305295418,996.62489489158,298.987468467474,11
"Fiji","",2021-04-27,4182.38799349339,31.4654376050182,1018.01051377979,305.403154133936,11
"Fiji","",2021-04-28,4122.51039346211,33.101742916386,1035.62256792797,310.686770378392,11
"Fiji","",2021-04-29,4048.14497879017,34.6717577154504,1048.11348698566,314.434046095699,11
"Fiji","",2021-04-30,3956.57026779932,36.1520763082309,1055.28663761946,316.585991285838,11
"Fiji","",2021-05-01,3849.63862347849,37.5189716636672,1057.04942376072,317.114827128216,11
"Fiji","",2021-05-02,3729.360801176,38.7518973218085,1053.48084013388,316.044252040164,11
"Fiji","",2021-05-03,3598.02816847303,39.8649957956632,1045.59699837335,313.679099512004,11
"Fiji","",2021-05-04,3461.32749944129,40.7204205511914,1030.62759836553,309.188279509658,11
"Fiji","",2021-05-05,3309.19098694191,41.4249027171189,1012.03624469754,303.610873409263,11
"Fiji","",2021-05-06,3156.48666759339,41.9245394794266,989.14256694983,296.742770084949,11
"Fiji","",2021-05-07,3000.62201810649,42.2114655047784,962.409655869621,288.722896760886,11
"Fiji","",2021-05-08,2843.35762614117,42.2819769504289,932.340200294001,279.7020600882,11
"Fiji","",2021-05-09,2686.2736499237,42.1392336053552,899.507042118258,269.852112635477,11
"Fiji","",2021-05-10,2530.94329005674,41.8238799349339,865.331874860323,259.599562458097,11
"Finland","",2021-02-10,2175.48669202804,NA,NA,NA,10
"Finland","",2021-02-11,2232.09981726251,NA,NA,NA,10
"Finland","",2021-02-12,2478.53201475263,NA,NA,NA,10
"Finland","",2021-02-13,2694.09375016153,NA,NA,NA,10
"Finland","",2021-02-14,2772.39697930445,NA,NA,NA,10
"Finland","",2021-02-15,3006.5922157194,NA,NA,NA,10
"Finland","",2021-02-16,3400.82045323107,NA,543.87167300701,163.161501902103,10
"Finland","",2021-02-17,3792.01009967315,NA,558.024954315627,167.407486294688,10
"Finland","",2021-02-18,3988.84796273783,NA,619.633003688158,185.889901106447,10
"Finland","",2021-02-19,4386.43775397258,NA,673.523437540381,202.057031262114,10
"Finland","",2021-02-20,4763.77009401958,NA,693.099244826112,207.929773447834,10
"Finland","",2021-02-21,5014.91131810247,NA,751.648053929849,225.494416178955,10
"Finland","",2021-02-22,5434.20280945311,NA,850.205113307767,255.06153399233,10
"Finland","",2021-02-23,6025.33214224929,21.7548669202804,948.002524918287,284.400757475486,10
"Finland","",2021-02-24,6624.14808470933,22.3209981726251,997.211990684457,299.163597205337,10
"Finland","",2021-02-25,7238.49769023958,24.7853201475263,1096.60943849314,328.982831547943,2
"Finland","",2021-02-26,7926.39243717982,26.9409375016153,1190.94252350489,357.282757051468,2
"Finland","",2021-02-27,8594.72302901655,27.7239697930445,1253.72782952562,376.118348857685,2
"Finland","",2021-02-28,9146.87729093349,30.065922157194,1358.55070236328,407.565210708983,2
"Finland","",2021-03-01,9877.661765023,34.0082045323107,1506.33303556232,451.899910668696,2
"Finland","",2021-03-02,10786.6763752014,37.9201009967315,1656.03702117733,496.8111063532,2
"Finland","",2021-03-03,11704.3174274091,39.8884796273783,1809.62442255989,542.887326767968,2
"Finland","",2021-03-04,12637.5347775683,43.8643775397258,1981.59810929496,594.479432788487,2
"Finland","",2021-03-05,13638.2806035979,47.6377009401958,2148.68075725414,644.604227176241,2
"Finland","",2021-03-06,14606.7281707162,50.1491131810247,2286.71932273337,686.015796820012,2
"Finland","",2021-03-07,15440.0339485082,54.3420280945311,2469.41544125575,740.824632376725,2
"Finland","",2021-03-08,16428.173661303,60.2533214224929,2696.66909380034,809.000728140103,2
"Finland","",2021-03-09,17560.6304124199,66.2414808470933,2926.07935685227,877.823807055682,2
"Finland","",2021-03-10,18656.3855916773,72.3849769023958,3159.38369439208,947.815108317623,2
"Finland","",2021-03-11,19713.1697228602,79.2639243717982,3409.57015089947,1022.87104526984,2
"Finland","",2021-03-12,20773.2632816282,85.9472302901655,3651.68204267906,1095.50461280372,2
"Finland","",2021-03-13,21725.8401076658,91.4687729093349,3860.00848712704,1158.00254613811,2
"Finland","",2021-03-14,22459.8518882117,98.77661765023,4107.04341532574,1232.11302459772,2
"Finland","",2021-03-15,23261.558339824,107.866763752014,4390.15760310499,1317.0472809315,2
"Finland","",2021-03-16,24111.0356862508,117.043174274091,4664.09639791933,1399.2289193758,2
"Finland","",2021-03-17,24819.8011692907,126.375347775683,4928.29243071506,1478.48772921452,2
"Finland","",2021-03-18,25386.1807495793,136.382806035979,5193.31582040705,1557.99474612212,2
"Finland","",2021-03-19,25861.6264952758,146.067281707162,5431.46002691646,1629.43800807494,2
"Finland","",2021-03-20,26139.8537828684,154.400339485082,5614.96297205293,1684.48889161588,2
"Finland","",2021-03-21,26121.8300351604,164.28173661303,5815.38958495601,1744.6168754868,2
"Finland","",2021-03-22,26112.6440229518,175.606304124199,6027.75892156269,1808.32767646881,2
"Finland","",2021-03-23,26102.692989714,186.563855916773,6204.95029232268,1861.4850876968,2
"Finland","",2021-03-24,25915.6598434343,197.131697228602,6346.54518739483,1903.96355621845,2
"Finland","",2021-03-25,25569.4298637404,207.732632816282,6465.40662381895,1939.62198714568,2
"Finland","",2021-03-26,25135.2430837721,217.258401076658,6534.96344571711,1960.48903371513,2
"Finland","",2021-03-27,24523.7919012083,224.598518882117,6530.4575087901,1959.13725263703,2
"Finland","",2021-03-28,23655.6662716907,232.61558339824,6528.16100573795,1958.44830172138,2
"Finland","",2021-03-29,22856.8578500223,241.110356862508,6525.67324742849,1957.70197422855,2
"Finland","",2021-03-30,22124.6828608041,248.198011692907,6478.91496085857,1943.67448825757,2
"Finland","",2021-03-31,21287.9203772223,253.861807495793,6392.35746593509,1917.70723978053,2
"Finland","",2021-04-01,20373.6641446224,258.616264952758,6283.81077094302,1885.14323128291,2
"Finland","",2021-04-02,19458.8534308035,261.398537828684,6130.94797530208,1839.28439259062,2
"Finland","",2021-04-03,18454.9931179347,261.218300351604,5913.91656792268,1774.1749703768,2
"Finland","",2021-04-04,17284.3096861355,261.126440229518,5714.21446250557,1714.26433875167,2
"Finland","",2021-04-05,16274.2210310217,261.02692989714,5531.17071520103,1659.35121456031,2
"Finland","",2021-04-06,15411.8851828958,259.156598434343,5321.98009430557,1596.59402829167,2
"Finland","",2021-04-07,14516.0686599529,255.694298637404,5093.4160361556,1528.02481084668,2
"Finland","",2021-04-08,13608.6430616756,251.352430837721,4864.71335770086,1459.41400731026,2
"Finland","",2021-04-09,12759.8151308943,245.237919012083,4613.74827948367,1384.1244838451,2
"Finland","",2021-04-10,11872.5978623701,236.556662716907,4321.07742153387,1296.32322646016,2
"Finland","",2021-04-11,10862.9843081223,228.568578500223,4068.55525775543,1220.56657732663,2
"Finland","",2021-04-12,10053.5371219911,221.246828608041,3852.97129572394,1155.89138871718,2
"Finland","",2021-04-13,9420.27600212774,212.879203772223,3629.01716498822,1088.70514949647,2
"Finland","",2021-04-14,8772.76543585925,203.736641446224,3402.1607654189,1020.64822962567,2
"Finland","",2021-04-15,8128.2798290825,194.588534308035,3189.95378272357,956.986134817071,2
"Finland","",2021-04-16,7552.40266875894,184.549931179347,2968.14946559254,890.444839677761,2
"Finland","",2021-04-17,6943.14411594017,172.843096861355,2715.74607703057,814.723823109172,2
"Finland","",2021-04-18,6213.54682584062,162.742210310217,2513.38428049776,754.015284149329,2
"Finland","",2021-04-19,5684.45119903036,154.118851828958,2355.06900053193,706.52070015958,2
"Finland","",2021-04-20,5326.69252739247,145.160686599529,2193.19135896481,657.957407689444,2
"Finland","",2021-04-21,4946.17245543959,136.086430616756,2032.06995727063,609.620987181188,2
"Finland","",2021-04-22,4559.32670768626,127.598151308943,1888.10066718973,566.43020015692,2
"Finland","",2021-04-23,4230.91612547404,118.725978623701,1735.78602898504,520.735808695512,2
"Finland","",2021-04-24,3857.81900283725,108.629843081223,1553.38670646015,466.016011938046,2
"Finland","",2021-04-25,3353.06112274386,100.535371219911,1421.11279975759,426.333839927277,2
"Finland","",2021-04-26,3038.05676452977,94.2027600212774,1331.67313184812,399.501939554436,2
"Finland","",2021-04-27,2882.10412010798,87.7276543585925,1236.5431138599,370.962934157969,2
"Finland","",2021-04-28,2690.38048976147,81.282798290825,1139.83167692156,341.949503076469,2
"Finland","",2021-04-29,2480.04264300673,75.5240266875894,1057.72903136851,317.318709410553,2
"Finland","",2021-04-30,2316.43503770821,69.4314411594017,964.454750709312,289.336425212794,2
"Finland","",2021-05-01,2096.71990068081,62.1354682584062,838.265280685966,251.47958420579,2
"Finland","",2021-05-02,1734.72184053375,56.8445119903036,759.514191132441,227.854257339732,2
"Finland","",2021-05-03,1552.85815900674,53.2669252739247,720.526030026995,216.157809008098,2
"Finland","",2021-05-04,1520.17549936384,49.4617245543959,672.595122440368,201.77853673211,2
"Finland","",2021-05-05,1441.98890084022,45.5932670768626,620.010660751683,186.003198225505,2
"Finland","",2021-05-06,1336.30110076004,42.3091612547404,579.108759427052,173.732627828116,2
"Finland","",2021-05-07,1269.14646127479,38.5781900283725,524.179975170202,157.253992551061,2
"Finland","",2021-05-08,1138.16705369137,33.5306112274386,433.680460133436,130.104138040031,2
"Finland","",2021-05-09,857.886801611697,30.3805676452977,388.214539751685,116.464361925506,2
"Finland","",2021-05-10,751.487931425939,28.8210412010798,380.04387484096,114.013162452288,2
"France","",2021-02-10,68261.8791870343,NA,NA,NA,11
"France","",2021-02-11,44258.6343497959,NA,NA,NA,11
"France","",2021-02-12,86470.8335050161,NA,NA,NA,11
"France","",2021-02-13,65676.3676025748,NA,NA,NA,11
"France","",2021-02-14,62552.2059828343,NA,NA,NA,11
"France","",2021-02-15,55956.2558003304,NA,NA,NA,11
"France","",2021-02-16,73286.0012277046,NA,17065.4697967586,5119.64093902757,11
"France","",2021-02-17,80786.7817649999,NA,11064.658587449,3319.39757623469,11
"France","",2021-02-18,56631.7061967392,NA,21617.708376254,6485.31251287621,11
"France","",2021-02-19,98858.1540820659,NA,16419.0919006437,4925.72757019311,11
"France","",2021-02-20,77705.4053884439,NA,15638.0514957086,4691.41544871257,11
"France","",2021-02-21,74359.2659839241,NA,13989.0639500826,4196.71918502478,11
"France","",2021-02-22,67541.5442036934,NA,18321.5003069261,5496.45009207784,11
"France","",2021-02-23,84684.506671617,682.618791870343,20196.69544125,6059.00863237499,11
"France","",2021-02-24,91819.4048330428,442.586343497959,14157.9265491848,4247.37796475544,11
"France","",2021-02-25,67395.2366459967,864.708335050161,24714.5385205165,7414.36155615494,10
"France","",2021-02-26,109375.682915548,656.763676025748,19426.351347111,5827.90540413329,10
"France","",2021-02-27,87524.3360078787,625.522059828343,18589.816495981,5576.94494879431,10
"France","",2021-02-28,83634.368554225,559.562558003304,16885.3860509234,5065.61581527701,10
"France","",2021-03-01,76261.0851923945,732.860012277046,21171.1266679042,6351.33800037127,10
"France","",2021-03-02,92874.4222027568,807.867817649999,22954.8512082607,6886.45536247821,10
"France","",2021-03-03,99263.3397363641,566.317061967392,16848.8091614992,5054.64274844975,10
"France","",2021-03-04,73998.8093286144,988.581540820659,27343.920728887,8203.17621866609,10
"France","",2021-03-05,115371.980836654,777.054053884439,21881.0840019697,6564.3252005909,10
"France","",2021-03-06,92449.2225426022,743.592659839241,20908.5921385563,6272.57764156688,10
"France","",2021-03-07,87702.1433463994,675.415442036934,19065.2712980986,5719.58138942959,10
"France","",2021-03-08,79501.100555445,846.84506671617,23218.6055506892,6965.58166520676,10
"France","",2021-03-09,95357.6503933225,918.194048330428,24815.834934091,7444.75048022731,10
"France","",2021-03-10,100803.291782339,673.952366459967,18499.7023321536,5549.91069964608,10
"France","",2021-03-11,74523.8767675159,1093.75682915548,28842.9952091635,8652.89856274906,10
"France","",2021-03-12,114934.331721942,875.243360078787,23112.3056356506,6933.69169069517,11
